Genes,logFC,P.Value
6530402F18RIK,-1.187121526,3.51E-10
6530403H02RIK,-0.92033563,3.36E-16
6530418L21RIK,-0.51368817,0.024860427
6720432D03RIK,4.406796789,0.040268117
6720456H20RIK,-0.929297011,0.004004746
6720456H20RIK,-0.64170577,0.005830968
6720475J19RIK,-0.540092019,0.04827967
6720489N17RIK,-0.962721061,3.04E-05
6720489N17RIK,-1.553217909,3.28E-11
6820402I19RIK,-0.5839584,0.005060931
6820408C15RIK,-0.662311535,0.031570143
7120432I05RIK,-1.539868434,2.32E-05
7530416G11RIK,6.356622269,0.000118767
8030451A03RIK,3.409088824,2.67E-09
8030451F13RIK,-0.527521992,0.004960494
8430406I07RIK,-0.565388788,0.034413644
8430406M14RIK,-0.619396096,0.001666823
8430408G22RIK,1.836211888,0.001404953
8430419K02RIK,2.772375785,3.31E-19
8430419L09RIK,-1.080081637,3.66E-06
8430419L09RIK,-0.923946108,0.000367151
8430422H06RIK,3.301486973,0.019630059
8430426H19RIK,-0.526534458,0.003754652
8430426J06RIK,1.580440633,0.017711965
8430427H17RIK,-0.731656259,0.011894399
8430429K09RIK,-0.573217296,0.027888495
8430437N05RIK,-0.688143196,0.047611378
9030205A07RIK,-0.87203458,0.001434786
9030425E11RIK,-0.71632578,0.022138117
9130002K18RIK,-0.76631946,0.003501168
9130015A21RIK,6.021217819,0.000433035
9130015L21RIK,4.3380233,0.046667936
9130213B05RIK,-0.577796431,0.017103923
9130213B05RIK,-0.617430401,0.038341949
9130213B05RIK,-0.507690406,0.024405784
9130214F15RIK,3.651410862,0.006318018
9130221F21RIK,5.791706447,0.000901421
9130227L01RIK,1.551567889,0.010360895
9130230L23RIK,6.146081301,0.000260616
9130401M01RIK,-0.509060755,0.000124387
9130409I23RIK,6.613895864,1.13E-05
9230020A06RIK,6.41864894,8.98E-05
9230110I02RIK,-0.874618998,0.014559928
9230112J17RIK,-0.50476537,0.011200398
9230114K14RIK,-1.07377931,0.002307732
9230116L04RIK,4.380674853,0.010776786
9330102E08RIK,-3.115463874,1.46E-46
9330104G04RIK,-1.331228493,0.000152336
9330117O12RIK,-1.905304771,1.70E-07
9330120H11RIK,-1.396505996,0.000143759
9330132A10RIK,-1.369524107,0.001193208
9330132A10RIK,-0.905615677,0.004808226
9330133O14RIK,-0.749460403,0.016955893
9330136K24RIK,-1.095932906,0.003678682
9330151L19RIK,-0.627329538,0.000152864
9330151L19RIK,-1.380807148,6.54E-09
9330155M09RIK,-1.295984276,0.000259472
9330155M09RIK,-0.822526107,0.000398032
9330159H11RIK,-0.508339823,0.010902709
9330159N05RIK,-0.558360699,0.000258045
9330159N05RIK,-1.566413799,0.006525192
9330175E14RIK,7.162733894,5.14E-06
9330182L06RIK,-0.980749711,0.000308095
9330182L06RIK,-0.634333846,0.03134785
9330195I24RIK,-0.624367086,0.016497729
9330199G10RIK,3.070298281,1.07E-06
9430012M22RIK,-0.57303263,0.002809479
9430013L17RIK,-1.047709692,0.011056139
9430020K01RIK,-0.524001881,0.000290232
9430020K01RIK,-1.098446335,9.29E-05
9430020K01RIK,-0.983493828,0.000410208
9430021M05RIK,-0.715866706,8.76E-05
9430021M05RIK,-1.731043978,2.19E-11
9430031J16RIK,-0.708286513,0.000255036
9430065F17RIK,-1.204538535,0.032519029
9430085M18RIK,-1.574146929,0.029179845
9530039L23RIK,-0.672333856,0.002684503
9530050K03RIK,4.519137363,0.03216517
9530051G07RIK,-1.038401022,0.030657163
9530057J20RIK,2.968947346,8.56E-18
9530059O14RIK,-0.91067779,0.001747469
9530059O14RIK,-0.902224924,2.61E-05
9530082P21RIK,1.972495738,6.97E-13
9530091C08RIK,-1.108044961,9.88E-05
9530091C08RIK,-0.588718071,0.049951119
9530096D07RIK,-0.616125981,0.030556726
9630010G10RIK,-0.665909129,0.021459217
9630015K15RIK,1.602174688,0.000846819
9630041G16RIK,-1.385579081,0.02990619
9830147E19RIK,-0.64913089,0.002540232
9930021J03RIK,-0.538759844,0.000171571
9930111J21RIK1,2.680652943,2.93E-07
9930111J21RIK1,4.174372522,9.27E-35
9930111J21RIK2,2.742054671,1.09E-06
9930111J21RIK2,3.479352149,6.19E-05
A,2.03523848,1.23E-05
A_51_P101283,-0.606862033,0.003022284
A_51_P114236,-0.84650945,0.001589108
A_51_P144143,2.930326014,0.01768522
A_51_P183703,-0.511770162,0.031234823
A_51_P226791,-0.586489362,0.003599319
A_51_P237890,-0.825213009,0.024755636
A_51_P292332,-0.772266756,0.006376593
A_51_P383950,-0.922697383,0.015047955
A_51_P426986,-0.582296661,0.030284718
A_52_P1149594,-0.52893558,0.024314174
A_52_P860487,-0.745104654,0.002063376
A_52_P876692,-0.580709748,0.000357111
A030001D20RIK,-0.60201356,0.000567371
A130010J15RIK,-0.940380721,0.009831241
A130014H13RIK,-0.792230324,4.34E-05
A130014H13RIK,-0.807036692,1.20E-05
A130022J21RIK,-0.692082014,0.002311199
A130050O07RIK,-0.942176765,0.000133628
A130050O07RIK,-0.633818205,0.002476945
A130077B15RIK,2.0878554,0.017134024
A1CF,4.269504227,1.06E-11
A230001M10RIK,-0.839313952,0.021197679
A230020J21RIK,2.606608887,0.007651646
A230028O05RIK,3.581027631,3.88E-09
A230051N06RIK,-1.98689254,0.000640813
A230051N06RIK,-0.807650311,0.011783192
A230056J06RIK,-2.279225722,0.003009519
A230056P14RIK,-2.353496247,9.20E-114
A230070E04RIK,-1.467617107,1.08E-29
A230072C01RIK,-0.548220651,0.01332122
A230077H06RIK,-0.586051631,0.037702002
A230083H22RIK,-0.637834076,0.002877678
A230087F16RIK,-1.532686679,0.0080812
A230098N10RIK,3.808374741,0.00356372
A230107N01RIK,-1.781419188,0.031254253
A2BP1,-0.699855236,3.90E-05
A2M,-1.011599834,1.79E-06
A2M,-0.920357384,0.002263082
A2M-AS1,-1.367216065,0.002728333
A2ML1,-0.952817371,0.001547437
A2ML1,-0.792220917,0.001032286
A2ML1,-1.063547654,0.006051022
A330008L17RIK,-0.877305234,1.82E-08
A330023F24RIK,-0.651228851,0.00050058
A330048O09RIK,-1.792648076,0.029091342
A330069K06RIK,1.98403046,3.81E-07
A330074K22RIK,-0.665253639,0.005258088
A330076C08RIK,-1.020134271,0.005483125
A330102I10RIK,-1.466888561,3.56E-19
A3GALT2,4.396894144,6.84E-13
A3GALT2,-0.507255059,0.003623687
A430033K04RIK,-0.528024523,3.76E-05
A430035B10RIK,-1.299807059,0.001005696
A430046D13RIK,-1.293955279,1.77E-08
A430046D13RIK,-0.742275252,0.029245105
A430093F15RIK,4.17734656,2.13E-11
A530013C23RIK,2.083196968,6.73E-07
A530032D15RIK,3.063746785,5.09E-08
A530040E14RIK,6.890886973,4.02E-06
A530054K11RIK,-0.518170368,0.027982661
A530058N18RIK,-0.833647021,0.000171098
A530064D06RIK,8.406847012,2.08E-08
A530065N20RIK,2.574189388,1.26E-05
A530072M11RIK,-0.718005537,0.046915872
A630001G21RIK,2.408980125,7.83E-13
A630012P03RIK,7.233083971,3.42E-06
A630033E08RIK,1.558626304,1.67E-07
A630089N07RIK,-0.500077582,0.00039222
A630089N07RIK,-0.949570292,0.000132546
A630089N07RIK,-0.572830973,0.015027816
A630095N17RIK,1.523746667,0.042072658
A730011L01RIK,-0.678188892,0.039001657
A730017L22RIK,-1.966806072,7.94E-25
A730018C14RIK,2.181508827,2.62E-05
A730020E08RIK,-1.156057571,0.039282018
A730020M07RIK,1.833164275,1.14E-05
A730035I17RIK,-0.575432071,0.000120221
A730054J21RIK,-1.066861934,0.031780258
A730060N03RIK,-0.587015406,0.012008396
A730085K08RIK,1.855001333,7.20E-06
A730098A19RIK,-1.850303946,0.033697935
A830005F24RIK,-2.429453491,0.002075535
A830009L08RIK,-2.939658608,5.27E-09
A830010M20RIK,-0.536073437,0.00425794
A830018L16RIK,-0.933280445,0.005032846
A830018L16RIK,-1.804503617,1.98E-94
A830018L16RIK,-0.591927192,0.011926383
A830031A19RIK,-2.566875848,1.58E-13
A830036E02RIK,-2.496738549,0.000244542
A830052D11RIK,-1.082967933,0.020711846
A830054O04RIK,-1.593139749,2.31E-05
A830082K12RIK,-1.639281093,7.03E-32
A830082N09RIK,-1.560321099,1.95E-38
A830092H15RIK,-2.061976454,8.55E-08
A930005H10RIK,-0.907215672,0.002730246
A930006I01RIK,3.630488246,0.000952718
A930015D03RIK,-0.576438525,8.82E-05
A930018M24RIK,-1.07587542,0.007362902
A930024E05RIK,-0.878477548,0.003291423
A930027H12RIK,5.338994917,0.004779211
A930038C07RIK,-0.765078728,0.000823045
A930038C07RIK,-0.802803759,9.98E-05
AA204140,-0.522296189,0.049319937
AA387883,-1.995965688,0.000274602
AA388235,-1.67962436,2.67E-05
AA467197,2.088906573,1.18E-05
AA467197,7.355527948,3.76E-49
AA467197,1.86289501,6.52E-06
AA619741,8.53276307,1.04E-08
AAAS,-0.587425808,0.031441949
AAAS,-0.58206193,0.000374075
AADAC,-0.853885555,8.85E-06
AADAT,-0.753328913,2.44E-05
AAK1,-0.666193617,0.000129234
AAK1,-0.622441797,0.000305365
AAK1,-0.613511805,1.73E-30
AAK1,-0.559637516,0.016117695
AAK1,-0.595609573,0.001848141
AAK1,-0.600254051,0.00207885
AAK1,-0.503788694,0.008239578
AAMDC,-0.550500203,0.001423969
AAMDC,-0.805102848,7.10E-08
AAMDC,-0.505339132,0.001155401
AARD,-4.386926584,0.027630755
AARD,-1.278240252,0.002805726
AARS2,-0.599599474,8.46E-05
AASDH,-1.113034955,1.09E-06
AASDH,-0.577959506,0.019026206
AASDHPPT,-0.794767437,1.30E-12
AASDHPPT,-0.528250917,0.004609674
AASS,1.831471408,0.003173981
AASS,-1.895553921,4.81E-11
AATBC,-1.487444605,0.00020904
AATK,-2.327255474,0.000392079
AATK,-0.53952678,0.000843061
AATK,-0.7188206,3.74E-19
AATK,-0.587747605,0.000223588
AB010352,-0.936370818,8.53E-12
AB010352,-0.66232978,0.031408145
AB124611,2.89772091,3.14E-06
AB124611,4.439013672,7.37E-85
AB124611,2.520779579,7.23E-05
ABAT,-1.731801864,0.002335241
ABAT,-0.800213311,3.65E-05
ABAT,-0.993068439,5.32E-70
ABAT,-0.780546855,0.000103545
ABCA1,-0.581825825,2.00E-05
ABCA1,-1.024384795,0.025649416
ABCA1,-1.08753518,4.91E-05
ABCA10,-0.509478727,0.003202259
ABCA12,-1.094777367,0.031914275
ABCA13,1.910070901,9.14E-06
ABCA14,2.699947725,0.002148076
ABCA15,3.59472782,0.0001713
ABCA16,5.12071335,7.83E-06
ABCA2,-1.446034834,6.60E-05
ABCA2,-0.675339544,0.000122372
ABCA2,-0.523301898,9.00E-10
ABCA2,-0.593450723,0.000248699
ABCA3,-0.797768225,0.025068253
ABCA3,-0.512750772,0.000484495
ABCA3,-0.617713073,1.92E-15
ABCA3,-0.506106225,0.008159187
ABCA3,-0.675672382,0.00030414
ABCA3,-0.986304677,0.004960106
ABCA3,-0.568445624,0.043193587
ABCA4,-0.750299146,0.000917787
ABCA5,-0.598837225,0.034246789
ABCA6,-0.534651645,0.002617783
ABCA7,-0.572520512,0.000402855
ABCA9,-1.343614383,1.67E-18
ABCB1,-0.65699073,0.000253814
ABCB1,-0.756836658,0.0003846
ABCB10,-0.653836401,3.36E-05
ABCB10,-0.552260532,0.000323359
ABCB11,5.691849323,3.39E-13
ABCB4,-1.493809091,0.040020982
ABCB4,-0.59420635,0.028947201
ABCB4,-0.686605661,0.00490526
ABCB4,-0.771276371,0.000187538
ABCB6,-0.601382474,0.000976937
ABCB7,-1.118778905,8.23E-06
ABCB7,-0.773847551,1.39E-17
ABCB8,-1.015589969,4.73E-09
ABCB9,-2.952396586,6.32E-05
ABCB9,-0.577431583,0.001015465
ABCB9,-0.549692387,0.0002981
ABCB9,-0.90206776,3.07E-14
ABCB9,-0.561391086,0.000423067
ABCB9,-0.652841288,0.005466977
ABCB9,-0.700678285,0.000204958
ABCB9,-0.976467505,0.014953298
ABCC1,-1.101163555,5.15E-07
ABCC1,-0.976571437,2.24E-05
ABCC1,-0.725550484,0.00032292
ABCC10,-0.708178519,0.002442913
ABCC11,2.994108296,2.11E-05
ABCC2,3.812743926,1.70E-15
ABCC2,-0.902413724,3.67E-05
ABCC3,-1.780151024,0.000103702
ABCC4,-0.907294578,9.78E-06
ABCC4,-0.680832018,0.001695552
ABCC4,-0.558751644,0.000122393
ABCC4,-0.578824609,0.003162203
ABCC4,-0.762096259,0.000950582
ABCC4,-0.585197527,0.004981996
ABCC4,-0.64521848,0.000934351
ABCC4,-0.73088541,0.000198373
ABCC4,-0.939348901,1.95E-05
ABCC5,-0.687461538,3.66E-05
ABCC5,-0.532684125,0.000241409
ABCC5,-1.693425064,5.83E-06
ABCC5,-0.664625873,0.001522173
ABCC5,-0.85575391,1.77E-05
ABCC5,-0.789785,0.002783747
ABCC5,-1.120194158,0.010692769
ABCC5,-0.586391472,0.004153575
ABCC8,-0.903387434,1.20E-05
ABCC8,-0.911949908,8.33E-07
ABCC9,-0.65125542,0.0069403
ABCC9,3.292130242,8.06E-08
ABCC9,3.063177982,6.26E-07
ABCC9,1.873910843,5.21E-07
ABCD2,-1.61526403,2.66E-06
ABCD2,-1.621955501,8.79E-75
ABCD2,-1.397841807,9.15E-06
ABCD2,-0.892739957,0.009454686
ABCD3,-0.75556023,6.81E-05
ABCD3,-0.61947236,0.0004012
ABCD3,-0.597971133,0.000731589
ABCD3,-0.770658292,5.10E-16
ABCD4,-0.60046719,0.008035484
ABCD4,-0.538280569,0.036149315
ABCE1,-0.732203887,0.004697485
ABCE1,-0.635304178,0.009630583
ABCF1,-0.745736076,2.67E-06
ABCF1,-0.61149609,3.21E-05
ABCF1,-0.563560509,0.001357256
ABCF2,-0.594125898,3.40E-05
ABCF2,-0.582469367,4.26E-05
ABCG2,-2.579902792,0.016630396
ABCG2,-0.536497317,0.000908981
ABCG4,-0.821874311,2.36E-05
ABCG4,-1.0530908,2.28E-17
ABCG4,-0.771751006,1.78E-05
ABHD1,-0.591374927,0.000524007
ABHD1,-1.316626817,0.000989345
ABHD1,-1.036888496,0.001220054
ABHD11-AS1,-0.551652186,0.001052854
ABHD11OS,-1.471411485,0.014567275
ABHD12B,1.959089592,1.79E-13
ABHD14A,-1.271758846,2.07E-12
ABHD14A-ACY1 /// ACY1,-0.536418768,0.00116985
ABHD14A-ACY1 /// ACY1,-0.664956005,0.00082021
ABHD14B,-0.820262557,2.10E-05
ABHD14B,-1.222214061,0.000109549
ABHD14B,-0.584381888,0.002034666
ABHD14B,-0.708145057,0.007030858
ABHD14B,-0.595328731,0.016927815
ABHD15,-1.474627655,9.46E-09
ABHD15,-1.427297889,2.22E-07
ABHD15,-0.866168045,7.59E-05
ABHD15,-0.600456823,0.002994442
ABHD15,-0.686894357,0.000117166
ABHD15,-0.884146384,0.002330237
ABHD15,2.240592543,6.68E-14
ABHD17A,-0.900291247,9.05E-25
ABHD17C,-1.014668547,1.07E-06
ABHD17C,-0.550857146,0.00163908
ABHD17C,-0.724929695,5.22E-05
ABHD17C,-0.953335142,0.006252523
ABHD2,-0.908707109,5.77E-06
ABHD2,-1.975455689,0.000456118
ABHD2,-0.666780821,0.003095565
ABHD2,-0.509162938,0.000932077
ABHD3,-0.619193823,9.16E-05
ABHD3,-0.600912609,0.000133507
ABHD3,-0.885570203,5.11E-05
ABHD3,-1.119812198,8.94E-27
ABHD3,-0.783407343,0.000350068
ABHD3,-1.307063226,0.025433256
ABHD4,-1.142922233,0.007773702
ABHD6,-1.528122104,2.14E-08
ABHD6,-0.512759188,0.002397287
ABHD6,-0.800109486,1.81E-10
ABHD6,-0.892410786,0.001807248
ABHD7,-0.515540103,0.025267539
ABHD8,-0.568213688,0.002065922
ABHD8,-1.043887518,9.24E-30
ABI2,-0.732908359,2.31E-05
ABI2,-0.660182666,6.29E-06
ABI2,-0.728286381,0.000136184
ABI2,-0.718656541,0.000366366
ABI2,-0.578041194,0.007453877
ABI2,-0.673413332,0.000266959
ABI2,-0.857520401,2.08E-25
ABI2,-0.761117406,0.001374167
ABI3,1.992943822,2.38E-19
ABI3BP,-0.866009349,2.40E-06
ABI3BP,-0.954437612,3.97E-05
ABI3BP,-0.70399888,0.003907472
ABITRAM,-0.741044623,3.57E-06
ABL1,-0.502548138,0.000246419
ABL1,-0.660049698,0.004326097
ABL1,-0.586612185,0.013224404
ABLIM1,-0.831235177,0.000104626
ABLIM1,-0.78055129,1.89E-05
ABLIM1,-0.778636297,1.94E-05
ABLIM1,-0.746755843,0.000453414
ABLIM1,-0.603628091,0.00166103
ABLIM1,-0.680376183,0.000295424
ABLIM1,-0.516171103,0.004727469
ABLIM2,-0.837422721,5.14E-05
ABLIM2,-0.91138193,1.41E-26
ABLIM2,-0.94970595,7.75E-05
ABLIM2,-0.899072311,0.039688898
ABLIM3,-0.564548101,0.004257369
ABLIM3,-0.555240839,0.001321203
ABLIM3,-0.810021442,0.034186539
ABR,-1.058357315,2.19E-07
ABR,-0.835028477,7.69E-07
ABR,-0.82044161,1.37E-06
ABR,-0.54284137,0.000107409
ABR,-0.551582583,0.001013036
ABR,-0.625784289,4.27E-29
ABR,-0.682495881,0.000312695
ABR,-0.796383937,0.000378925
ABR,-0.606116331,0.000634575
ABRACL,-0.810184471,8.85E-07
ABRACL,-0.520202005,0.000425427
ABTB1,-0.533028039,0.000577378
ABTB1,-0.70451472,0.006312401
ABTB1,-0.703100403,0.006737653
ABTB1,-0.500493684,0.010787436
ABTB2,2.613108157,0.006494402
ACAA2,-0.797712859,0.000228437
ACAA2,-1.408500548,1.53E-15
ACAA2,-0.637712699,3.96E-05
ACACA,-1.073806316,1.43E-07
ACACA,-1.058669496,1.57E-07
ACACA,-1.313108308,0.004408634
ACACA,-0.610837541,0.000263423
ACACA,-0.528406714,0.003593796
ACACA,-0.536248247,0.006574263
ACACA,-0.790754522,0.000869605
ACACA,-0.528332082,0.006155189
ACACA,-0.807866234,1.29E-05
ACAD11,-1.274281964,6.21E-19
ACAD11 /// NPHP3-ACAD11,2.325318494,1.09E-09
ACAD11 /// NPHP3-ACAD11,2.517068161,4.87E-09
ACAD11 /// NPHP3-ACAD11,1.733310452,1.03E-05
ACAD11 /// NPHP3-ACAD11,1.687998835,0.000394777
ACAD12,-1.023861256,0.00683671
ACADM,-0.768532478,0.000131287
ACADM,-1.268658603,5.68E-23
ACADM,-0.60401819,0.000138866
ACADSB,-0.950255922,5.45E-06
ACADSB,-0.912229356,0.007778057
ACADSB,-0.876506044,0.000689978
ACADSB,-0.602475546,0.000864763
ACADSB,-0.77660789,1.38E-18
ACAN,2.499581328,0.006115676
ACAP1,3.329859569,7.30E-08
ACAP2,1.796859302,1.67E-07
ACAP2,1.634376188,2.46E-06
ACAP3,-0.747343807,0.043749694
ACAP3,-0.67970519,1.88E-12
ACAT1,-0.519730964,3.74E-05
ACAT1,-0.534270756,0.000351187
ACAT1,-0.65683055,4.56E-17
ACAT2,-0.650591828,8.07E-06
ACAT2,-0.597721879,1.26E-05
ACAT2,-0.504664385,3.85E-05
ACAT2,-1.548258251,0.02744673
ACAT2,-1.03788382,5.42E-08
ACAT2,-0.705923236,0.00017169
ACAT2,-0.676910085,0.000217873
ACAT2,-0.559107127,0.000942868
ACAT2,-1.095259669,9.72E-07
ACAT2,-1.043636484,1.87E-06
ACAT2,-0.968612588,1.11E-05
ACAT2,-0.565671498,0.014919179
ACAT3,-0.56761396,0.013725913
ACBD3,-0.533096635,0.002951205
ACBD5,-0.733541013,0.001250583
ACBD5,-0.78421274,2.83E-18
ACBD7,-0.536331854,0.000939164
ACBD7,-0.928508271,3.66E-05
ACCN1,-0.692143028,0.001166375
ACCN2,-0.777660927,0.005181096
ACCSL,2.174570688,1.32E-08
ACER2,1.768359805,3.20E-21
ACHE,3.0703396,0.001324989
ACKR2,-1.758352512,0.001042814
ACKR3,2.915625969,0.01134079
ACKR3,1.659478322,2.95E-22
ACLY,-1.068386067,6.72E-07
ACLY,-0.759550349,2.10E-06
ACLY,-0.603962774,0.000760209
ACLY,-1.186248525,2.64E-06
ACMSD,5.475445245,0.002375064
ACNAT1,1.875918889,0.001140391
ACNAT2,3.639704817,0.006073537
ACO1,-1.090451488,2.25E-07
ACO1,-0.879025286,9.68E-06
ACO1,-0.602237762,0.000102516
ACO1,-0.542128932,0.001661292
ACO1,-1.253611184,1.35E-05
ACO1,-1.083193587,8.99E-05
ACO1,-1.251566145,0.00015149
ACO1,-0.501552217,3.93E-07
ACO1,-1.910160688,7.05E-07
ACO1,-1.875173715,3.30E-06
ACO1,-1.019216812,3.38E-05
ACO1,-0.69918365,0.001847169
ACO1,-0.838690764,0.020213602
ACO2,-0.757936967,0.032191678
ACO2,-0.874437713,5.46E-46
ACOD1,6.447360826,2.61E-07
ACOD1,12.64944066,2.27E-18
ACOT11,-2.420523292,9.45E-05
ACOT11,-1.215428329,3.54E-13
ACOT11,-0.825749786,7.07E-05
ACOT11,-0.599945039,0.000621526
ACOT12,1.545596991,0.001558949
ACOT13,-1.061553275,0.000180362
ACOT13,-1.159488821,2.88E-17
ACOT3,-0.51233758,0.001912649
ACOT4,-0.545642164,0.004240394
ACOT5,-1.545918637,0.015240663
ACOT6,-0.845767067,0.001031365
ACOT7,-0.90882076,2.93E-06
ACOT7,-0.640978308,0.001034478
ACOT7,-0.559138185,4.61E-13
ACOX1,-1.032159932,8.62E-07
ACOX1,-0.742849051,0.018103464
ACOX1,-0.815227822,0.001000853
ACOX1,-0.687285402,0.000105353
ACOX1,-0.735377319,1.23E-26
ACOX1,-0.990335425,0.000117268
ACOX2,-3.256770039,0.000385029
ACOX2,-0.5671191,0.005019206
ACOXL,2.823831631,2.45E-07
ACP4,-2.57761541,0.008730775
ACP4,1.609544619,0.000901493
ACP5,4.009489916,7.62E-17
ACP6,-1.148931055,0.004597104
ACP6,-0.729632447,0.002221918
ACP6,-0.668762945,0.02996622
ACPP,-0.833147831,0.000110374
ACPP,-0.900791547,0.000244025
ACPP,-0.768866963,0.000318891
ACPP,-0.717718612,0.000711015
ACPP,-0.565767829,0.002389128
ACPP,1.525178713,0.017927814
ACR,1.583588462,1.08E-05
ACRBP,-0.705507793,0.001228514
ACRV1,6.091061015,0.000346724
ACSBG1,-0.508066581,0.002277997
ACSBG1,-0.778264603,8.93E-33
ACSBG1,-0.529804543,0.000680842
ACSBG2,3.239025623,0.001189259
ACSBG3,1.678966637,0.000736433
ACSF2,-0.93500959,5.54E-06
ACSF2,-0.897106728,0.000423451
ACSF2,-0.581605316,0.000200822
ACSL1,-1.121269991,1.08E-05
ACSL1,-0.602537839,0.000420977
ACSL1,-0.684796788,0.000482263
ACSL1,-0.586093962,0.001336678
ACSL3,-0.918953579,2.29E-29
ACSL3,-0.68237957,0.029496286
ACSL4,-0.830382069,1.38E-05
ACSL4,-0.746310511,0.000426747
ACSL6,-0.67006957,0.000954539
ACSL6,-0.926707694,2.37E-48
ACSL6,-1.310361697,0.007746714
ACSL6,-1.212667168,0.000664535
ACSM1,6.396083361,0.000104892
ACSM2,6.061611316,0.000357528
ACSM4,3.272967818,2.28E-08
ACSS1,-0.867355832,0.011046769
ACSS1,-0.806548075,7.85E-06
ACSS1,-0.827638243,4.03E-05
ACSS2,-0.682324883,0.000716465
ACSS2,-0.667125401,8.74E-10
ACSS2,-0.5656987,0.001428587
ACSS2,-0.707748666,0.001099231
ACSS2,-0.799112276,0.007096348
ACTA1,-0.660829942,0.000799369
ACTA1,-0.602889989,6.02E-05
ACTA1,-0.557927783,0.012410114
ACTA1,-0.521537063,0.000376723
ACTA1,-0.674839226,0.000430948
ACTA1,-0.687349842,0.022159563
ACTA1,-0.658562501,0.001627227
ACTA1,-0.620416707,0.001835438
ACTB,-1.413483342,1.06E-07
ACTB,-1.292434767,6.00E-08
ACTB,-1.259595594,4.43E-08
ACTB,-1.047908052,1.20E-06
ACTB,-0.912897777,4.84E-07
ACTB,-0.889364373,1.51E-05
ACTB,-0.719969636,0.001883999
ACTB,-0.673280357,0.002000735
ACTB,-0.579871959,0.001549551
ACTB,-0.694000966,0.004355087
ACTB,-0.943323179,0.000371409
ACTB,-1.073903242,0.000776576
ACTB,-0.768417502,0.001100518
ACTB,-1.123333513,0.001378952
ACTB,-0.790274677,0.008207038
ACTBL2,-0.631399703,0.007088153
ACTE1,3.282504596,0.019382998
ACTG1,-0.873881037,6.60E-07
ACTG1,-0.836503948,7.30E-07
ACTG1,-0.712936845,4.38E-06
ACTG1,-0.641913103,2.65E-05
ACTG1,-0.568094722,1.57E-05
ACTG1,-0.55290241,0.000848789
ACTG1,-0.607678139,0.001845195
